,oid,class_original,class_hierachical
2291,ZTF19aamhhhp,QSO,Stochastic
2292,ZTF19aamhhpd,QSO,Stochastic
2293,ZTF19aanjvrf,E,Periodic
2294,ZTF19aanvgpi,QSO,Stochastic
2295,ZTF19aaokcfv,QSO,Stochastic
2296,ZTF19aarnmqa,QSO,Stochastic
2297,ZTF19aarqhtq,E,Periodic
2298,ZTF19aasbmme,QSO,Stochastic
2299,ZTF19aasbpcx,QSO,Stochastic
2300,ZTF19aasbvsb,QSO,Stochastic
2301,ZTF19aaselaf,QSO,Stochastic
2302,ZTF19aaseryi,QSO,Stochastic
2303,ZTF19aatgihi,QSO,Stochastic
2304,ZTF19aatldfl,QSO,Stochastic
2305,ZTF19aatoccy,QSO,Stochastic
2306,ZTF19aatxyup,Blazar,Stochastic
2307,ZTF19aaufyuf,QSO,Stochastic
2308,ZTF19aauodgq,QSO,Stochastic
2309,ZTF19aauxfnw,RRL,Periodic
2310,ZTF19aaxvldr,QSO,Stochastic
2311,ZTF19aaycndc,QSO,Stochastic
2312,ZTF19aayhrvx,E,Periodic
2313,ZTF19aayjjcf,RRL,Periodic
2314,ZTF19aaynrzv,QSO,Stochastic
2315,ZTF19aayrjpk,AGN,Stochastic
2316,ZTF19aaysbsk,RRL,Periodic
2317,ZTF19aaystzt,E,Periodic
2318,ZTF19aaywolx,RRL,Periodic
2319,ZTF19aazhlxs,LPV,Periodic
2320,ZTF19aazlunb,QSO,Stochastic
2321,ZTF19aazrklf,LPV,Periodic
2322,ZTF19abacorb,RRL,Periodic
2323,ZTF19abatuap,QSO,Stochastic
2324,ZTF19abbzeko,LPV,Periodic
2325,ZTF19abdgvra,RRL,Periodic
2326,ZTF19abegubm,QSO,Stochastic
2327,ZTF19abffqfw,QSO,Stochastic
2328,ZTF19abfrdmz,QSO,Stochastic
2329,ZTF19abjikvn,LPV,Periodic
2330,ZTF19abjppoq,QSO,Stochastic
2331,ZTF19abjppqj,QSO,Stochastic
2332,ZTF19abjqcyf,QSO,Stochastic
2333,ZTF19abkhjmm,QSO,Stochastic
2334,ZTF19abloqdq,QSO,Stochastic
2335,ZTF19ablpryo,QSO,Stochastic
2336,ZTF19abnhzxo,QSO,Stochastic
2337,ZTF19abyhrqv,QSO,Stochastic
2338,ZTF19acaimcg,QSO,Stochastic
2339,ZTF19acduaik,QSO,Stochastic
2340,ZTF19acmbfll,QSO,Stochastic
2341,ZTF19acmbwrn,QSO,Stochastic
2342,ZTF19acmwcds,QSO,Stochastic
2343,ZTF19acokhub,QSO,Stochastic
2344,ZTF19acpasuv,E,Periodic
2345,ZTF19acpbqpn,E,Periodic
2346,ZTF19acyitrx,QSO,Stochastic
2347,ZTF19adajxrw,QSO,Stochastic
2348,ZTF19adcbreu,QSO,Stochastic
2349,ZTF19adceimz,QSO,Stochastic
2350,ZTF19adcetmq,QSO,Stochastic
2351,ZTF19adcgdpn,QSO,Stochastic
2352,ZTF20aaayqsb,QSO,Stochastic
2353,ZTF20aaayvut,AGN,Stochastic
2354,ZTF20aadbwpq,QSO,Stochastic
2355,ZTF20aaelzii,QSO,Stochastic
2356,ZTF20aahgilf,QSO,Stochastic
2357,ZTF20aaibiqq,QSO,Stochastic
2358,ZTF20aaicpss,QSO,Stochastic
2359,ZTF20aairnvg,QSO,Stochastic
2360,ZTF20aajqzgx,QSO,Stochastic
2361,ZTF20aakrvkm,QSO,Stochastic
2362,ZTF20aalrsik,QSO,Stochastic
2363,ZTF20aandcyo,QSO,Stochastic
2364,ZTF20aaoznax,QSO,Stochastic
2365,ZTF20aaplzvz,QSO,Stochastic
2366,ZTF20aaqclbo,AGN,Stochastic
2367,ZTF20aaqthfo,QSO,Stochastic
2368,ZTF20aasvwcy,QSO,Stochastic
2369,ZTF20aauvgvt,QSO,Stochastic
2370,ZTF17aaaebbs,E,Periodic
2371,ZTF17aaaeyll,E,Periodic
2372,ZTF17aaaglie,RRL,Periodic
2373,ZTF17aaagtvo,E,Periodic
2374,ZTF17aaagygm,Periodic-Other,Periodic
2375,ZTF17aaaizoo,E,Periodic
2376,ZTF17aaakgrx,E,Periodic
2377,ZTF17aaaocdx,E,Periodic
2378,ZTF17aaaplnb,RRL,Periodic
2379,ZTF17aaapubl,RRL,Periodic
2380,ZTF17aaarvtr,YSO,Stochastic
2381,ZTF17aaasnxx,E,Periodic
2382,ZTF17aaasocp,E,Periodic
2383,ZTF17aaawcyx,E,Periodic
2384,ZTF17aaawguf,LPV,Periodic
2385,ZTF17aabmwpe,Blazar,Stochastic
2386,ZTF17aabprib,DSCT,Periodic
2387,ZTF17aabrdum,E,Periodic
2388,ZTF17aabsgus,CV/Nova,Stochastic
2389,ZTF17aabtktm,RRL,Periodic
2390,ZTF17aabuleb,E,Periodic
2391,ZTF17aabuqow,E,Periodic
2392,ZTF17aabwlzi,CEP,Periodic
2393,ZTF17aabwqmb,E,Periodic
2394,ZTF17aabxlkb,RRL,Periodic
2395,ZTF17aacjrvp,E,Periodic
2396,ZTF17aacpdht,LPV,Periodic
2397,ZTF17aacpqym,E,Periodic
2398,ZTF17aactgbz,RRL,Periodic
2399,ZTF17aacyxzo,E,Periodic
2400,ZTF17aadjfct,E,Periodic
2401,ZTF18aaaaauq,RRL,Periodic
2402,ZTF18aaaakyc,LPV,Periodic
2403,ZTF18aaacfui,E,Periodic
2404,ZTF18aaachtd,DSCT,Periodic
2405,ZTF18aaacxou,E,Periodic
2406,ZTF18aaadeqc,E,Periodic
2407,ZTF18aaajfrx,RRL,Periodic
2408,ZTF18aaakqcx,RRL,Periodic
2409,ZTF18aaarahr,RRL,Periodic
2410,ZTF18aaasjoa,E,Periodic
2411,ZTF18aaasomw,E,Periodic
2412,ZTF18aabasog,E,Periodic
2413,ZTF18aabatlg,Periodic-Other,Periodic
2414,ZTF18aabcwoh,RRL,Periodic
2415,ZTF18aabeqpl,E,Periodic
2416,ZTF18aabhydv,E,Periodic
2417,ZTF18aabjnaz,E,Periodic
2418,ZTF18aabkjlo,E,Periodic
2419,ZTF18aabknqt,RRL,Periodic
2420,ZTF18aablixy,E,Periodic
2421,ZTF18aabpxfg,E,Periodic
2422,ZTF18aabqmho,RRL,Periodic
2423,ZTF18aabtvcr,E,Periodic
2424,ZTF18aaccuit,E,Periodic
2425,ZTF18aacdbat,E,Periodic
2426,ZTF18aafqivw,QSO,Stochastic
2427,ZTF18aagrgiv,E,Periodic
2428,ZTF18aagrnbo,RRL,Periodic
2429,ZTF18aagxbqw,E,Periodic
2430,ZTF18aahdtwt,E,Periodic
2431,ZTF18aahuivg,AGN,Stochastic
2432,ZTF18aaimtpq,E,Periodic
2433,ZTF18aaimyda,RRL,Periodic
2434,ZTF18aaiokzh,RRL,Periodic
2435,ZTF18aaisdwp,RRL,Periodic
2436,ZTF18aajozml,Blazar,Stochastic
2437,ZTF18aajpbfg,E,Periodic
2438,ZTF18aajthpn,E,Periodic
2439,ZTF18aajtmff,RRL,Periodic
2440,ZTF18aajudsz,E,Periodic
2441,ZTF18aajwjqf,E,Periodic
2442,ZTF18aakdszt,DSCT,Periodic
2443,ZTF18aakgtse,RRL,Periodic
2444,ZTF18aakgvij,E,Periodic
2445,ZTF18aakmzsu,RRL,Periodic
2446,ZTF18aakqxdt,E,Periodic
2447,ZTF18aamijmj,RRL,Periodic
2448,ZTF18aaoeafl,RRL,Periodic
2449,ZTF18aaoekpc,E,Periodic
2450,ZTF18aapmonc,RRL,Periodic
2451,ZTF18aaqdxjn,AGN,Stochastic
2452,ZTF18aaquveh,AGN,Stochastic
2453,ZTF18aarmxkm,RRL,Periodic
2454,ZTF18aascyfv,QSO,Stochastic
2455,ZTF18aaserhp,QSO,Stochastic
2456,ZTF18aatousk,RRL,Periodic
2457,ZTF18aauejzl,LPV,Periodic
2458,ZTF18aauhdtq,AGN,Stochastic
2459,ZTF18aauikmd,QSO,Stochastic
2460,ZTF18aaupfis,QSO,Stochastic
2461,ZTF18aauxrae,RRL,Periodic
2462,ZTF18aavjodg,Periodic-Other,Periodic
2463,ZTF18aavneqw,E,Periodic
2464,ZTF18aavsiwa,QSO,Stochastic
2465,ZTF18aaxczua,LPV,Periodic
2466,ZTF18aaxdpcm,E,Periodic
2467,ZTF18aaxkort,AGN,Stochastic
2468,ZTF18aaxlsho,LPV,Periodic
2469,ZTF18aayebnh,LPV,Periodic
2470,ZTF18aayedon,LPV,Periodic
2471,ZTF18aayfryd,RRL,Periodic
2472,ZTF18aayjeys,QSO,Stochastic
2473,ZTF18aayuzkv,LPV,Periodic
2474,ZTF18aayybfm,QSO,Stochastic
2475,ZTF18aazfeif,LPV,Periodic
2476,ZTF18aazmeku,LPV,Periodic
2477,ZTF18aaznegr,E,Periodic
2478,ZTF18aaznexq,LPV,Periodic
2479,ZTF18aazuyyu,RRL,Periodic
2480,ZTF18abagleu,RRL,Periodic
2481,ZTF18abajxiz,E,Periodic
2482,ZTF18abakjwg,E,Periodic
2483,ZTF18abaoeqc,E,Periodic
2484,ZTF18abapyws,E,Periodic
2485,ZTF18abbeurr,LPV,Periodic
2486,ZTF18abbkgns,RRL,Periodic
2487,ZTF18abbnmdg,LPV,Periodic
2488,ZTF18abbxxhx,RRL,Periodic
2489,ZTF18abccnfh,RRL,Periodic
2490,ZTF18abccnpu,Periodic-Other,Periodic
2491,ZTF18abccopy,E,Periodic
2492,ZTF18abccvrc,E,Periodic
2493,ZTF18abcilio,E,Periodic
2494,ZTF18abcoyvc,E,Periodic
2495,ZTF18abcphed,E,Periodic
2496,ZTF18abcwicz,RRL,Periodic
2497,ZTF18abcxito,E,Periodic
2498,ZTF18abddvcm,RRL,Periodic
2499,ZTF18abdeugr,LPV,Periodic
2500,ZTF18abdeynw,E,Periodic
2501,ZTF18abdffoa,E,Periodic
2502,ZTF18abdgdlq,RRL,Periodic
2503,ZTF18abdptwq,E,Periodic
2504,ZTF18abeclgx,E,Periodic
2505,ZTF18abefntc,RRL,Periodic
2506,ZTF18abefxqq,LPV,Periodic
2507,ZTF18abeiyyc,RRL,Periodic
2508,ZTF18abelbmh,RRL,Periodic
2509,ZTF18abfhiti,QSO,Stochastic
2510,ZTF18abgclcn,QSO,Stochastic
2511,ZTF18abgclfj,E,Periodic
2512,ZTF18abglbtj,E,Periodic
2513,ZTF18abidhnu,E,Periodic
2514,ZTF18abigudq,LPV,Periodic
2515,ZTF18abimnwj,E,Periodic
2516,ZTF18abinees,RRL,Periodic
2517,ZTF18abiohrz,E,Periodic
2518,ZTF18abjgdlf,E,Periodic
2519,ZTF18abjgzwf,RRL,Periodic
2520,ZTF18abjhxyd,AGN,Stochastic
2521,ZTF18abjiakg,E,Periodic
2522,ZTF18abjmgpw,CEP,Periodic
2523,ZTF18abjrcni,RRL,Periodic
2524,ZTF18abjzaze,RRL,Periodic
2525,ZTF18abkhkxd,RRL,Periodic
2526,ZTF18abklama,RRL,Periodic
2527,ZTF18abklxww,RRL,Periodic
2528,ZTF18abkohpj,RRL,Periodic
2529,ZTF18ablqcpg,DSCT,Periodic
2530,ZTF18ablqehr,QSO,Stochastic
2531,ZTF18ablqkzj,E,Periodic
2532,ZTF18ablrmik,RRL,Periodic
2533,ZTF18ablrmpg,RRL,Periodic
2534,ZTF18ablrqwx,LPV,Periodic
2535,ZTF18ablsfpa,LPV,Periodic
2536,ZTF18ablutwa,E,Periodic
2537,ZTF18abmdvfh,RRL,Periodic
2538,ZTF18abmjobs,RRL,Periodic
2539,ZTF18abmkbpk,E,Periodic
2540,ZTF18abmmsxx,RRL,Periodic
2541,ZTF18abmnwdb,RRL,Periodic
2542,ZTF18abmotjt,RRL,Periodic
2543,ZTF18abmotvd,E,Periodic
2544,ZTF18abmpucm,LPV,Periodic
2545,ZTF18abnbnzj,LPV,Periodic
2546,ZTF18abnhbep,RRL,Periodic
2547,ZTF18abnjsyt,RRL,Periodic
2548,ZTF18abnoxgp,RRL,Periodic
2549,ZTF18abnuizp,RRL,Periodic
2550,ZTF18abnuqbh,E,Periodic
2551,ZTF18abnyhso,E,Periodic
2552,ZTF18abobuur,LPV,Periodic
2553,ZTF18abomwmg,E,Periodic
2554,ZTF18aboqzgc,YSO,Stochastic
2555,ZTF18aborxex,E,Periodic
2556,ZTF18abosywm,Blazar,Stochastic
2557,ZTF18abotiuc,E,Periodic
2558,ZTF18abpfgoi,LPV,Periodic
2559,ZTF18abpfjwp,CEP,Periodic
2560,ZTF18abqkein,QSO,Stochastic
2561,ZTF18abqwcgw,E,Periodic
2562,ZTF18abryneo,LPV,Periodic
2563,ZTF18abrytty,E,Periodic
2564,ZTF18abrzcjm,YSO,Stochastic
2565,ZTF18absdeuu,QSO,Stochastic
2566,ZTF18absdevz,E,Periodic
2567,ZTF18absduiw,RRL,Periodic
2568,ZTF18absgjkr,RRL,Periodic
2569,ZTF18absglmu,RRL,Periodic
2570,ZTF18absiwqe,LPV,Periodic
2571,ZTF18absqvpf,E,Periodic
2572,ZTF18absvbfb,RRL,Periodic
2573,ZTF18abtgwwh,Blazar,Stochastic
2574,ZTF18abtkqkd,RRL,Periodic
2575,ZTF18abtnfsc,QSO,Stochastic
2576,ZTF18abtpdzg,E,Periodic
2577,ZTF18abtvgtt,E,Periodic
2578,ZTF18abtvhnf,CV/Nova,Stochastic
2579,ZTF18abtvigz,RRL,Periodic
2580,ZTF18abtxwce,RRL,Periodic
2581,ZTF18abucbvr,E,Periodic
2582,ZTF18abuclty,RRL,Periodic
2583,ZTF18abuiywm,E,Periodic
2584,ZTF18abuqugw,SNIa,Transient
2585,ZTF18abuspqa,RRL,Periodic
2586,ZTF18abvbbyu,E,Periodic
2587,ZTF18abvjsgz,RRL,Periodic
2588,ZTF18abvmyxa,E,Periodic
2589,ZTF18abwbeui,AGN,Stochastic
2590,ZTF18abwfjlw,E,Periodic
2591,ZTF18abwsflc,LPV,Periodic
2592,ZTF18abwxasv,Periodic-Other,Periodic
2593,ZTF18abxbduo,E,Periodic
2594,ZTF18abxpsfo,E,Periodic
2595,ZTF18abxxhvc,LPV,Periodic
2596,ZTF18abycodl,E,Periodic
2597,ZTF18abydmqa,LPV,Periodic
2598,ZTF18acawaya,LPV,Periodic
2599,ZTF18acbchln,RRL,Periodic
2600,ZTF18acbwzoe,LPV,Periodic
2601,ZTF18acclcmc,E,Periodic
2602,ZTF18accwifh,QSO,Stochastic
2603,ZTF18acdotsu,E,Periodic
2604,ZTF18acdpbcp,E,Periodic
2605,ZTF18acefkhs,QSO,Stochastic
2606,ZTF18acerzec,QSO,Stochastic
2607,ZTF18acevzty,E,Periodic
2608,ZTF18acgpqzy,LPV,Periodic
2609,ZTF18acgulpb,LPV,Periodic
2610,ZTF18achaoyk,Periodic-Other,Periodic
2611,ZTF18acmgotb,E,Periodic
2612,ZTF18acnmybp,QSO,Stochastic
2613,ZTF18acpchbu,E,Periodic
2614,ZTF18acppywm,QSO,Stochastic
2615,ZTF18acqviof,RRL,Periodic
2616,ZTF18acqyphd,E,Periodic
2617,ZTF18acrkcrv,E,Periodic
2618,ZTF18acrxsck,E,Periodic
2619,ZTF18acsjltc,AGN,Stochastic
2620,ZTF18acsllcc,E,Periodic
2621,ZTF18acsvokx,RRL,Periodic
2622,ZTF18actblju,E,Periodic
2623,ZTF18actuiga,RRL,Periodic
2624,ZTF18actxbnt,QSO,Stochastic
2625,ZTF18acuashk,E,Periodic
2626,ZTF18acuavue,Periodic-Other,Periodic
2627,ZTF18acuenfq,LPV,Periodic
2628,ZTF18acusrlf,QSO,Stochastic
2629,ZTF18acuynnr,LPV,Periodic
2630,ZTF18acvgwcr,AGN,Stochastic
2631,ZTF18acvgzmj,E,Periodic
2632,ZTF18acvgzws,E,Periodic
2633,ZTF18acvrgwv,YSO,Stochastic
2634,ZTF18acvwnkl,RRL,Periodic
2635,ZTF18acwwqyg,AGN,Stochastic
2636,ZTF18acwyzux,E,Periodic
2637,ZTF18acwzbxb,E,Periodic
2638,ZTF18acxcnqw,QSO,Stochastic
2639,ZTF18acxhtrb,Periodic-Other,Periodic
2640,ZTF18acybdls,QSO,Stochastic
2641,ZTF18acyisig,E,Periodic
2642,ZTF18acyxlyr,RRL,Periodic
2643,ZTF18aczecrv,RRL,Periodic
2644,ZTF18aczerhn,QSO,Stochastic
2645,ZTF18aczunaw,RRL,Periodic
2646,ZTF18aczuuqx,YSO,Stochastic
2647,ZTF18adakwct,RRL,Periodic
2648,ZTF18adakzpq,RRL,Periodic
2649,ZTF18adalhok,RRL,Periodic
2650,ZTF18adaljtj,RRL,Periodic
2651,ZTF18adatjmb,YSO,Stochastic
2652,ZTF18adbidht,E,Periodic
2653,ZTF18adbikji,E,Periodic
2654,ZTF18adbinky,RRL,Periodic
2655,ZTF19aaaegxp,QSO,Stochastic
2656,ZTF19aaaelyn,E,Periodic
2657,ZTF19aaafocs,QSO,Stochastic
2658,ZTF19aaafojp,QSO,Stochastic
2659,ZTF19aaafoyf,E,Periodic
2660,ZTF19aaafpll,E,Periodic
2661,ZTF19aaakvmi,E,Periodic
2662,ZTF19aaamtpm,E,Periodic
2663,ZTF19aaapfom,QSO,Stochastic
2664,ZTF19aaapkzi,QSO,Stochastic
2665,ZTF19aaapmhr,QSO,Stochastic
2666,ZTF19aaapufi,Blazar,Stochastic
2667,ZTF19aacivvy,SNIa,Transient
2668,ZTF19aackzxz,E,Periodic
2669,ZTF19aadhaju,RRL,Periodic
2670,ZTF19aadnhqe,E,Periodic
2671,ZTF19aadoizm,E,Periodic
2672,ZTF19aaeouiu,E,Periodic
2673,ZTF19aafkyvb,E,Periodic
2674,ZTF19aafnpql,LPV,Periodic
2675,ZTF19aafogqm,RRL,Periodic
2676,ZTF19aafolac,LPV,Periodic
2677,ZTF19aagozgl,QSO,Stochastic
2678,ZTF19aailshb,QSO,Stochastic
2679,ZTF19aailusf,QSO,Stochastic
2680,ZTF19aajweet,RRL,Periodic
2681,ZTF19aalbvru,QSO,Stochastic
2682,ZTF19aalypdw,QSO,Stochastic
2683,ZTF19aalzdfg,AGN,Stochastic
2684,ZTF19aalzjax,QSO,Stochastic
2685,ZTF19aamogch,RRL,Periodic
2686,ZTF19aampbdq,E,Periodic
2687,ZTF19aamxtdo,LPV,Periodic
2688,ZTF19aanfixs,QSO,Stochastic
2689,ZTF19aankhkf,QSO,Stochastic
2690,ZTF19aanompc,AGN,Stochastic
2691,ZTF19aantocz,QSO,Stochastic
2692,ZTF19aanvhat,QSO,Stochastic
2693,ZTF19aanxeim,QSO,Stochastic
2694,ZTF19aaojhsm,QSO,Stochastic
2695,ZTF19aaonexo,QSO,Stochastic
2696,ZTF19aaoymak,QSO,Stochastic
2697,ZTF19aapftep,QSO,Stochastic
2698,ZTF19aapkrfe,Periodic-Other,Periodic
2699,ZTF19aapqhol,RRL,Periodic
2700,ZTF19aapxhmr,Periodic-Other,Periodic
2701,ZTF19aarapdb,E,Periodic
2702,ZTF19aarapih,E,Periodic
2703,ZTF19aardoom,E,Periodic
2704,ZTF19aargwam,LPV,Periodic
2705,ZTF19aasazdt,QSO,Stochastic
2706,ZTF19aasbzdb,QSO,Stochastic
2707,ZTF19aasctji,QSO,Stochastic
2708,ZTF19aasdipx,QSO,Stochastic
2709,ZTF19aasdjns,QSO,Stochastic
2710,ZTF19aasffao,QSO,Stochastic
2711,ZTF19aaskfoh,QSO,Stochastic
2712,ZTF19aaspsgr,E,Periodic
2713,ZTF19aatgmeu,QSO,Stochastic
2714,ZTF19aatyqzc,E,Periodic
2715,ZTF19aaujdpx,QSO,Stochastic
2716,ZTF19aaujwqw,QSO,Stochastic
2717,ZTF19aaumyfo,AGN,Stochastic
2718,ZTF19aavxoiz,E,Periodic
2719,ZTF19aaweqva,QSO,Stochastic
2720,ZTF19aaweypx,QSO,Stochastic
2721,ZTF19aawloot,QSO,Stochastic
2722,ZTF19aaxkhli,RRL,Periodic
2723,ZTF19aaxroub,LPV,Periodic
2724,ZTF19aaylidl,LPV,Periodic
2725,ZTF19aayqgmw,LPV,Periodic
2726,ZTF19abavlxi,AGN,Stochastic
2727,ZTF19abcekbf,QSO,Stochastic
2728,ZTF19abdlcer,QSO,Stochastic
2729,ZTF19abfzesp,QSO,Stochastic
2730,ZTF19abniyim,AGN,Stochastic
2731,ZTF19abpfnxh,QSO,Stochastic
2732,ZTF19abqsfra,QSO,Stochastic
2733,ZTF19abuzqfl,AGN,Stochastic
2734,ZTF19abvgxcp,QSO,Stochastic
2735,ZTF19acdjhvr,QSO,Stochastic
2736,ZTF19acegaej,QSO,Stochastic
2737,ZTF19acfvazr,QSO,Stochastic
2738,ZTF19acrichc,QSO,Stochastic
2739,ZTF19actnryq,E,Periodic
2740,ZTF19acxypug,QSO,Stochastic
2741,ZTF19adceyre,QSO,Stochastic
2742,ZTF19adcfcwp,QSO,Stochastic
2743,ZTF19adcfyzm,QSO,Stochastic
2744,ZTF20aaaxuib,QSO,Stochastic
2745,ZTF20aabqvgh,QSO,Stochastic
2746,ZTF20aagknij,QSO,Stochastic
2747,ZTF20aagxttb,QSO,Stochastic
2748,ZTF20aaipyel,QSO,Stochastic
2749,ZTF20aajqwuc,QSO,Stochastic
2750,ZTF20aakdbpu,QSO,Stochastic
2751,ZTF20aakodat,AGN,Stochastic
2752,ZTF20aalfgwx,QSO,Stochastic
2753,ZTF20aalghve,QSO,Stochastic
2754,ZTF20aambbqr,QSO,Stochastic
2755,ZTF20aatvivq,QSO,Stochastic
2756,ZTF20aautndn,QSO,Stochastic
2757,ZTF20aavrrxx,AGN,Stochastic
2758,ZTF20aawmque,QSO,Stochastic
2759,ZTF20aaxkmfu,QSO,Stochastic
2760,ZTF17aaabgrr,E,Periodic
2761,ZTF17aaaccrq,E,Periodic
2762,ZTF17aaadhpi,E,Periodic
2763,ZTF17aaadyqh,LPV,Periodic
2764,ZTF17aaaebij,E,Periodic
2765,ZTF17aaaehbq,E,Periodic
2766,ZTF17aaaevaj,LPV,Periodic
2767,ZTF17aaagvou,E,Periodic
2768,ZTF17aaagzcb,E,Periodic
2769,ZTF17aaahzdm,RRL,Periodic
2770,ZTF17aaajetd,E,Periodic
2771,ZTF17aaajjcn,RRL,Periodic
2772,ZTF17aaajjsv,RRL,Periodic
2773,ZTF17aaajnqq,RRL,Periodic
2774,ZTF17aaantoa,E,Periodic
2775,ZTF17aaaohqm,LPV,Periodic
2776,ZTF17aaaqnfd,LPV,Periodic
2777,ZTF17aaaqtuj,RRL,Periodic
2778,ZTF17aaarucn,CEP,Periodic
2779,ZTF17aaarwpm,E,Periodic
2780,ZTF17aaaryej,E,Periodic
2781,ZTF17aaasuhg,E,Periodic
2782,ZTF17aaawivn,CEP,Periodic
2783,ZTF17aaawmhh,DSCT,Periodic
2784,ZTF17aabfgyz,E,Periodic
2785,ZTF17aabhppy,E,Periodic
2786,ZTF17aabstrk,RRL,Periodic
2787,ZTF17aabtfqu,E,Periodic
2788,ZTF17aabtmgf,E,Periodic
2789,ZTF17aabtyeu,RRL,Periodic
2790,ZTF17aabulix,RRL,Periodic
2791,ZTF17aabumrv,RRL,Periodic
2792,ZTF17aabvalm,RRL,Periodic
2793,ZTF17aabvfyc,RRL,Periodic
2794,ZTF17aabxkki,E,Periodic
2795,ZTF17aabywmc,E,Periodic
2796,ZTF17aaclfbm,E,Periodic
2797,ZTF17aacusip,RRL,Periodic
2798,ZTF17aacwuwi,RRL,Periodic
2799,ZTF17aadeiwy,E,Periodic
2800,ZTF17aadevks,E,Periodic
2801,ZTF17aadrsrp,DSCT,Periodic
2802,ZTF18aaaakmf,E,Periodic
2803,ZTF18aaaamfv,E,Periodic
2804,ZTF18aaaasxf,LPV,Periodic
2805,ZTF18aaabhwz,RRL,Periodic
2806,ZTF18aaacjky,RRL,Periodic
2807,ZTF18aaacrnu,E,Periodic
2808,ZTF18aaacxfu,RRL,Periodic
2809,ZTF18aaadcnk,RRL,Periodic
2810,ZTF18aaaefsj,E,Periodic
2811,ZTF18aaaegrb,DSCT,Periodic
2812,ZTF18aaafrvv,E,Periodic
2813,ZTF18aaanzfj,E,Periodic
2814,ZTF18aaawphq,E,Periodic
2815,ZTF18aabejgf,E,Periodic
2816,ZTF18aabexvz,RRL,Periodic
2817,ZTF18aabfjxr,LPV,Periodic
2818,ZTF18aabfqsc,LPV,Periodic
2819,ZTF18aabfrfe,E,Periodic
2820,ZTF18aabhgbo,E,Periodic
2821,ZTF18aabiypv,E,Periodic
2822,ZTF18aabjgti,RRL,Periodic
2823,ZTF18aabjknm,RRL,Periodic
2824,ZTF18aabjuhp,RRL,Periodic
2825,ZTF18aabkfmz,E,Periodic
2826,ZTF18aabkhjs,E,Periodic
2827,ZTF18aabpway,E,Periodic
2828,ZTF18aabpxge,RRL,Periodic
2829,ZTF18aabpxhc,RRL,Periodic
2830,ZTF18aabpzjn,E,Periodic
2831,ZTF18aabqmzq,E,Periodic
2832,ZTF18aabtvpy,E,Periodic
2833,ZTF18aabvsrk,AGN,Stochastic
2834,ZTF18aabyhml,RRL,Periodic
2835,ZTF18aacgfjo,QSO,Stochastic
2836,ZTF18aacnofq,QSO,Stochastic
2837,ZTF18aacqiad,E,Periodic
2838,ZTF18aadxjmd,AGN,Stochastic
2839,ZTF18aaenrid,E,Periodic
2840,ZTF18aaffenn,QSO,Stochastic
2841,ZTF18aagrdwj,E,Periodic
2842,ZTF18aagrjum,E,Periodic
2843,ZTF18aagrmbg,E,Periodic
2844,ZTF18aagrrmh,RRL,Periodic
2845,ZTF18aahdstv,E,Periodic
2846,ZTF18aahfplg,QSO,Stochastic
2847,ZTF18aahrzmq,AGN,Stochastic
2848,ZTF18aahvats,RRL,Periodic
2849,ZTF18aaiooik,RRL,Periodic
2850,ZTF18aaivekg,QSO,Stochastic
2851,ZTF18aaixpsq,CV/Nova,Stochastic
2852,ZTF18aaiyuue,E,Periodic
2853,ZTF18aajiiqa,QSO,Stochastic
2854,ZTF18aajivpl,E,Periodic
2855,ZTF18aajpvup,RRL,Periodic
2856,ZTF18aajsgfk,RRL,Periodic
2857,ZTF18aajtfau,RRL,Periodic
2858,ZTF18aajxiob,E,Periodic
2859,ZTF18aakvwoa,E,Periodic
2860,ZTF18aalkqxr,E,Periodic
2861,ZTF18aamlmri,RRL,Periodic
2862,ZTF18aaocuvt,RRL,Periodic
2863,ZTF18aapdptn,RRL,Periodic
2864,ZTF18aaphzly,RRL,Periodic
2865,ZTF18aaptbtf,E,Periodic
2866,ZTF18aaptsif,LPV,Periodic
2867,ZTF18aarbjqj,QSO,Stochastic
2868,ZTF18aarczyx,E,Periodic
2869,ZTF18aarmerf,AGN,Stochastic
2870,ZTF18aasrwcg,QSO,Stochastic
2871,ZTF18aastyeg,AGN,Stochastic
2872,ZTF18aasycjh,AGN,Stochastic
2873,ZTF18aatxsyx,RRL,Periodic
2874,ZTF18aauebur,CV/Nova,Stochastic
2875,ZTF18aauvyms,E,Periodic
2876,ZTF18aauwomv,RRL,Periodic
2877,ZTF18aavefma,LPV,Periodic
2878,ZTF18aaveksl,LPV,Periodic
2879,ZTF18aavexvq,LPV,Periodic
2880,ZTF18aavqmkl,LPV,Periodic
2881,ZTF18aavshfo,Blazar,Stochastic
2882,ZTF18aavtdnh,QSO,Stochastic
2883,ZTF18aavyovh,LPV,Periodic
2884,ZTF18aavzjuw,CV/Nova,Stochastic
2885,ZTF18aawbjum,LPV,Periodic
2886,ZTF18aawblxq,LPV,Periodic
2887,ZTF18aawruuc,AGN,Stochastic
2888,ZTF18aaxmrmr,E,Periodic
2889,ZTF18aayhteh,LPV,Periodic
2890,ZTF18aayoqem,E,Periodic
2891,ZTF18aazddsb,LPV,Periodic
2892,ZTF18aazewjz,LPV,Periodic
2893,ZTF18aazfddf,LPV,Periodic
2894,ZTF18aazffwz,LPV,Periodic
2895,ZTF18aazjqam,QSO,Stochastic
